+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                            ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; i_system_bd|mm_interconnect_1|agent_pipeline_016                                                                                                                                                 ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_015|core                                                                                                                                            ; 124   ; 0              ; 0            ; 0              ; 122    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_015                                                                                                                                                 ; 127   ; 3              ; 0            ; 3              ; 122    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_014|core                                                                                                                                            ; 124   ; 0              ; 0            ; 0              ; 122    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_014                                                                                                                                                 ; 127   ; 3              ; 0            ; 3              ; 122    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_013|core                                                                                                                                            ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_013                                                                                                                                                 ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_012|core                                                                                                                                            ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_012                                                                                                                                                 ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_011|core                                                                                                                                            ; 124   ; 0              ; 0            ; 0              ; 122    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_011                                                                                                                                                 ; 127   ; 3              ; 0            ; 3              ; 122    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_010|core                                                                                                                                            ; 124   ; 0              ; 0            ; 0              ; 122    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_010                                                                                                                                                 ; 127   ; 3              ; 0            ; 3              ; 122    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_009|core                                                                                                                                            ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_009                                                                                                                                                 ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_008|core                                                                                                                                            ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_008                                                                                                                                                 ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_007|core                                                                                                                                            ; 124   ; 0              ; 0            ; 0              ; 122    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_007                                                                                                                                                 ; 127   ; 3              ; 0            ; 3              ; 122    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_006|core                                                                                                                                            ; 124   ; 0              ; 0            ; 0              ; 122    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_006                                                                                                                                                 ; 127   ; 3              ; 0            ; 3              ; 122    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_005|core                                                                                                                                            ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_005                                                                                                                                                 ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_004|core                                                                                                                                            ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_004                                                                                                                                                 ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_003|core                                                                                                                                            ; 124   ; 0              ; 0            ; 0              ; 122    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_003                                                                                                                                                 ; 127   ; 3              ; 0            ; 3              ; 122    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_002|core                                                                                                                                            ; 124   ; 0              ; 0            ; 0              ; 122    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_002                                                                                                                                                 ; 127   ; 3              ; 0            ; 3              ; 122    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_001|core                                                                                                                                            ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline_001                                                                                                                                                 ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline|core                                                                                                                                                ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|agent_pipeline                                                                                                                                                     ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|limiter_pipeline_003|core                                                                                                                                          ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|limiter_pipeline_003                                                                                                                                               ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|limiter_pipeline_002|core                                                                                                                                          ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|limiter_pipeline_002                                                                                                                                               ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|limiter_pipeline_001|core                                                                                                                                          ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|limiter_pipeline_001                                                                                                                                               ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|limiter_pipeline|core                                                                                                                                              ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|limiter_pipeline                                                                                                                                                   ; 144   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_mux_001|arb|adder                                                                                                                                              ; 48    ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_mux_001|arb                                                                                                                                                    ; 16    ; 0              ; 4            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_mux_001                                                                                                                                                        ; 1671  ; 0              ; 0            ; 0              ; 151    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_mux|arb|adder                                                                                                                                                  ; 48    ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_mux|arb                                                                                                                                                        ; 16    ; 0              ; 4            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_mux                                                                                                                                                            ; 1671  ; 0              ; 0            ; 0              ; 151    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_017                                                                                                                                                      ; 143   ; 4              ; 2            ; 4              ; 279    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_016                                                                                                                                                      ; 143   ; 4              ; 2            ; 4              ; 279    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_015                                                                                                                                                      ; 143   ; 4              ; 2            ; 4              ; 279    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_014                                                                                                                                                      ; 143   ; 4              ; 2            ; 4              ; 279    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_013                                                                                                                                                      ; 143   ; 4              ; 2            ; 4              ; 279    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_012                                                                                                                                                      ; 143   ; 4              ; 2            ; 4              ; 279    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_011                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_010                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_009                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_008                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_007                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_006                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_005                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_004                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_003                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_002                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux_001                                                                                                                                                      ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|rsp_demux                                                                                                                                                          ; 142   ; 1              ; 2            ; 1              ; 140    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_017|arb|adder                                                                                                                                              ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_017|arb                                                                                                                                                    ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_017                                                                                                                                                        ; 281   ; 0              ; 0            ; 0              ; 141    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_016|arb|adder                                                                                                                                              ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_016|arb                                                                                                                                                    ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_016                                                                                                                                                        ; 281   ; 0              ; 0            ; 0              ; 141    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_015|arb|adder                                                                                                                                              ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_015|arb                                                                                                                                                    ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_015                                                                                                                                                        ; 281   ; 0              ; 0            ; 0              ; 141    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_014|arb|adder                                                                                                                                              ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_014|arb                                                                                                                                                    ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_014                                                                                                                                                        ; 281   ; 0              ; 0            ; 0              ; 141    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_013|arb|adder                                                                                                                                              ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_013|arb                                                                                                                                                    ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_013                                                                                                                                                        ; 281   ; 0              ; 0            ; 0              ; 141    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_012|arb|adder                                                                                                                                              ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_012|arb                                                                                                                                                    ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_012                                                                                                                                                        ; 281   ; 0              ; 0            ; 0              ; 141    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_011                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_010                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_009                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_008                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_007                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_006                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_005                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_004                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_003                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_002                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux_001                                                                                                                                                        ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_mux                                                                                                                                                            ; 142   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_demux_001                                                                                                                                                      ; 153   ; 144            ; 2            ; 144            ; 1669   ; 144             ; 144           ; 144             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|cmd_demux                                                                                                                                                          ; 153   ; 144            ; 2            ; 144            ; 1669   ; 144             ; 144           ; 144             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_spi_spi_control_port_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                 ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_spi_spi_control_port_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                       ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_spi_spi_control_port_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                         ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_spi_spi_control_port_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                               ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_spi_spi_control_port_burst_adapter                                                                                                                             ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_out_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                          ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_out_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                                ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_out_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                                  ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_out_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                        ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_out_s1_burst_adapter                                                                                                                                      ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_in_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                           ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_in_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                                 ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_in_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                                   ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_in_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                         ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_in_s1_burst_adapter                                                                                                                                       ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_bd_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                           ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_bd_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                                 ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_bd_s1_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                                   ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
